date,number_accidents
2023-02-14,518
2023-02-15,475
2023-02-16,547
2023-02-17,603
2023-02-18,569
2023-02-19,458
2023-02-20,428
2023-02-21,406
2023-02-22,422
2023-02-23,456
2023-02-24,563
2023-02-25,503
2023-02-26,446
2023-02-27,464
2023-02-28,468
2023-03-01,499
2023-03-02,484
2023-03-03,620
2023-03-04,570
2023-03-05,481
2023-03-06,526
2023-03-07,527
2023-03-08,560
2023-03-09,486
2023-03-10,635
2023-03-11,579
2023-03-12,441
2023-03-13,462
2023-03-14,485
2023-03-15,541
2023-03-16,484
2023-03-17,554
2023-03-18,701
2023-03-19,545
2023-03-20,533
2023-03-21,519
2023-03-22,520
2023-03-23,542
2023-03-24,551
2023-03-25,605
2023-03-26,442
2023-03-27,489
2023-03-28,432
2023-03-29,490
2023-03-30,521
2023-03-31,582
2023-04-01,639
2023-04-02,479
2023-04-03,519
2023-04-04,504
2023-04-05,511
2023-04-06,582
2023-04-07,534
2023-04-08,525
2023-04-09,476
2023-04-10,577
2023-04-11,481
2023-04-12,523
2023-04-13,542
2023-04-14,588
2023-04-15,598
2023-04-16,557
2023-04-17,518
2023-04-18,533
2023-04-19,581
2023-04-20,632
2023-04-21,545
2023-04-22,535
2023-04-23,506
2023-04-24,501
2023-04-25,528
2023-04-26,482
2023-04-27,505
2023-04-28,672
2023-04-29,601
2023-04-30,548
2023-05-01,423
2023-05-02,642
2023-05-03,554
2023-05-04,508
2023-05-05,681
2023-05-06,657
2023-05-07,545
2023-05-08,569
2023-05-09,543
2023-05-10,589
2023-05-11,599
2023-05-12,633
2023-05-13,720
2023-05-14,544
2023-05-15,577
2023-05-16,492
2023-05-17,553
2023-05-18,583
2023-05-19,690
2023-05-20,697
2023-05-21,615
2023-05-22,545
2023-05-23,585
2023-05-24,612
2023-05-25,571
2023-05-26,714
2023-05-27,747
2023-05-28,574
2023-05-29,563
2023-05-30,615
2023-05-31,598
2023-06-01,562
2023-06-02,722
2023-06-03,709
2023-06-04,642
2023-06-05,654
2023-06-06,638
2023-06-07,757
2023-06-08,536
2023-06-09,660
2023-06-10,699
2023-06-11,618
2023-06-12,645
2023-06-13,564
2023-06-14,661
2023-06-15,549
2023-06-16,656
2023-06-17,623
2023-06-18,538
2023-06-19,578
2023-06-20,582
2023-06-21,621
2023-06-22,626
2023-06-23,758
2023-06-24,694
2023-06-25,632
2023-06-26,558
2023-06-27,573
2023-06-28,597
2023-06-29,570
2023-06-30,637
