date,number_accidents
2019-11-23,613
2019-11-24,500
2019-11-25,507
2019-11-26,485
2019-11-27,562
2019-11-28,503
2019-11-29,580
2019-11-30,303
2019-12-01,501
2019-12-02,483
2019-12-03,522
2019-12-04,527
2019-12-05,547
2019-12-06,709
2019-12-07,681
2019-12-08,509
2019-12-09,503
2019-12-10,484
2019-12-11,536
2019-12-12,532
2019-12-13,566
2019-12-14,662
2019-12-15,564
2019-12-16,498
2019-12-17,513
2019-12-18,583
2019-12-19,525
2019-12-20,676
2019-12-21,655
2019-12-22,502
2019-12-23,561
2019-12-24,554
2019-12-25,555
2019-12-26,414
2019-12-27,432
2019-12-28,423
2019-12-29,376
2019-12-30,358
2019-12-31,217
2020-01-01,439
2020-01-02,390
2020-01-03,381
2020-01-04,405
2020-01-05,303
2020-01-06,406
2020-01-07,414
2020-01-08,427
2020-01-09,388
2020-01-10,505
2020-01-11,495
2020-01-12,463
2020-01-13,413
2020-01-14,418
2020-01-15,415
2020-01-16,468
2020-01-17,476
2020-01-18,497
2020-01-19,475
2020-01-20,443
2020-01-21,401
2020-01-22,432
2020-01-23,400
2020-01-24,528
2020-01-25,522
2020-01-26,484
2020-01-27,484
2020-01-28,433
2020-01-29,397
2020-01-30,444
2020-01-31,499
2020-02-01,537
2020-02-02,451
2020-02-03,438
2020-02-04,443
2020-02-05,463
2020-02-06,517
2020-02-07,537
2020-02-08,654
2020-02-09,529
2020-02-10,489
2020-02-11,456
2020-02-12,452
2020-02-13,423
2020-02-14,538
2020-02-15,617
2020-02-16,507
2020-02-17,484
2020-02-18,536
2020-02-19,502
2020-02-20,586
2020-02-21,596
2020-02-22,598
2020-02-23,457
2020-02-24,420
2020-02-25,398
2020-02-26,401
2020-02-27,407
2020-02-28,476
2020-02-29,488
2020-03-01,392
2020-03-02,490
2020-03-03,459
2020-03-04,523
2020-03-05,606
2020-03-06,706
2020-03-07,691
2020-03-08,583
2020-03-09,603
2020-03-10,519
2020-03-11,552
2020-03-12,542
2020-03-13,645
2020-03-14,585
2020-03-15,591
2020-03-16,510
2020-03-17,453
2020-03-18,453
2020-03-19,442
2020-03-20,480
2020-03-21,412
2020-03-22,286
2020-03-23,280
2020-03-24,236
2020-03-25,256
2020-03-26,257
2020-03-27,338
2020-03-28,310
2020-03-29,307
2020-03-30,228
2020-03-31,290
2020-04-01,258
2020-04-02,268
2020-04-03,328
2020-04-04,365
2020-04-05,353
2020-04-06,324
2020-04-07,303
2020-04-08,322
2020-04-09,372
2020-04-10,307
2020-04-11,338
2020-04-12,329
2020-04-13,293
2020-04-14,258
2020-04-15,279
2020-04-16,272
2020-04-17,344
2020-04-18,401
2020-04-19,344
2020-04-20,305
2020-04-21,314
2020-04-22,344
2020-04-23,331
2020-04-24,339
2020-04-25,450
2020-04-26,383
2020-04-27,342
2020-04-28,322
2020-04-29,359
2020-04-30,462
2020-05-01,384
2020-05-02,369
2020-05-03,315
2020-05-04,338
2020-05-05,300
2020-05-06,353
2020-05-07,339
2020-05-08,436
2020-05-09,518
2020-05-10,421
2020-05-11,367
2020-05-12,337
2020-05-13,354
2020-05-14,374
2020-05-15,401
2020-05-16,495
2020-05-17,365
2020-05-18,323
2020-05-19,337
2020-05-20,399
2020-05-21,376
2020-05-22,441
2020-05-23,481
2020-05-24,306
2020-05-25,293
2020-05-26,406
2020-05-27,338
2020-05-28,387
2020-05-29,474
2020-05-30,572
2020-05-31,469
2020-06-01,365
2020-06-02,387
2020-06-03,334
2020-06-04,411
2020-06-05,484
2020-06-06,468
2020-06-07,442
2020-06-08,411
2020-06-09,374
2020-06-10,426
2020-06-11,393
2020-06-12,508
2020-06-13,551
2020-06-14,405
2020-06-15,362
2020-06-16,380
2020-06-17,418
2020-06-18,438
2020-06-19,525
2020-06-20,588
2020-06-21,438
2020-06-22,383
2020-06-23,354
2020-06-24,381
2020-06-25,419
2020-06-26,485
2020-06-27,441
2020-06-28,396
2020-06-29,358
2020-06-30,390
